,nm_produto,ds_classe2,vl_total
376,Agua Min.Nestle Pureza Vital 510ml Pet,Bebidas Frias,754.68
377,Agua Min.O Fino S/Gas 350ml Pet,Bebidas Frias,237.50
378,Agua Min.O.Fino 1.5l,Bebidas Frias,1697.36
379,Agua Min.O.Fino 10l,Bebidas Frias,6207.74
380,Agua Min.O.Fino 500ml Jr,Bebidas Frias,1058.86
381,Agua Min.O.Fino 6l,Bebidas Frias,3301.95
382,"Agua Min.O.Fino C/Gas 1,5l Pet",Bebidas Frias,1591.20
383,Agua Min.O.Fino C/Gas 350ml Pet,Bebidas Frias,519.75
384,Agua Min.O.Fino C/Gas 500ml Pet,Bebidas Frias,2424.23
385,Agua Min.Perrier C/Gas 330ml,Bebidas Frias,161.56
386,"Agua Min.Proteg 1,5 Pet",Bebidas Frias,1366.99
387,Agua Min.Proteg 502ml Pet,Bebidas Frias,1905.69
388,Agua Min.Proteg 5l Pet,Bebidas Frias,2209.47
389,Agua Min.Proteg C/Gas 2l Pet,Bebidas Frias,1268.60
390,Agua Min.Proteg C/Gas 505ml Pet,Bebidas Frias,945.73
391,Agua Min.Sao Lourenco C/Gas 1.260ml Pet,Bebidas Frias,302.40
392,Agua Min.Sao Lourenco C/Gas 300ml Pet,Bebidas Frias,148.84
393,Agua Min.Sao Lourenco S/Gas 300ml Pet,Bebidas Frias,92.72
394,"Agua Min.Schinc.C/Gas 1,5l",Bebidas Frias,614.14
395,Agua Min.Schinc.C/Gas 500ml Pet,Bebidas Frias,154.29
396,"Agua Min.Schinc.S/Gas 1,5l",Bebidas Frias,168.27
397,Agua Min.Schinc.S/Gas 500ml Pet,Bebidas Frias,625.65
398,Agua Min.Sferrie 1.5l C/Gas Pet,Bebidas Frias,1022.50
399,Agua Min.Sferrie 1.5l Pet,Bebidas Frias,885.12
400,Agua Min.Sferrie 510ml C/Gas Pet,Bebidas Frias,1121.57
401,Agua Min.Sferrie 510ml Pet,Bebidas Frias,1316.77
402,Agua Min.Sferrie 5l,Bebidas Frias,602.15
403,Agua Min.Sferrie Premium C/Gas 410ml Pet,Bebidas Frias,171.55
404,Agua Min.Sferrie Premium S/Gas 410ml Pet,Bebidas Frias,216.14
405,Beb.Ades Soja Abac.1l Tp,Bebidas Frias,2445.18
406,Beb.Ades Soja Abac.200ml Tp,Bebidas Frias,494.92
407,Beb.Ades Soja Lja 1l Tp,Bebidas Frias,2336.03
408,Beb.Ades Soja Lja 200ml Tp,Bebidas Frias,664.68
409,Beb.Ades Soja Maca 1l Tp,Bebidas Frias,3550.20
410,Beb.Ades Soja Maca 200ml Tp,Bebidas Frias,1060.36
411,Beb.Ades Soja Mrgo 1l Tp,Bebidas Frias,2074.06
412,Beb.Ades Soja Mrgo 200ml Tp,Bebidas Frias,621.60
413,Beb.Ades Soja Pess.1l Tp,Bebidas Frias,2000.90
414,Beb.Ades Soja Uva 1l Tp,Bebidas Frias,2419.44
415,Beb.Ades Soja Uva 200ml Tp,Bebidas Frias,698.39
