,nm_produto,ds_classe2,vl_total
0,Azeite Arg.Cocinero Oliva Ext.Virg.500ml,Seca Pesada,47.02
1,Suco Tampico Ftas Citricas 450ml,Bebidas Frias,2.89
2,Maca Jasmine Seca Crocante 40g,Seca Doce,11.28
3,Beb.Energ.Red Bull S.Free 250ml La,Bebidas Frias,20.47
4,Cha Real Verde 15g C/10,Seca Doce,6.08
5,Azeitona Vale Fertil Vde Fat.160g,Seca Salgada,7.83
6,Panettone Visconti 908g Cx,Paes E Bolos Industrializados,229.93
7,Panettone Tommy 400g Gotas Chocolate Cx,Paes E Bolos Industrializados,421.14
8,Panettone Tommy Frutas 400g Cx,Paes E Bolos Industrializados,328.66
9,Purif.Bom Ar Click Spray Lav.Apar.12ml,Limpeza,13.19
10,Purif.Bom Ar Click Spray Lav.Refil 12ml,Limpeza,12.38
11,Cr.Dental Colgate 90g T.12 C.Mint,Perfumaria/Higiene E Beleza,62.93
12,Purif.Bom Ar Aero Talco 360ml,Limpeza,17.56
13,Condic.Tresemme 400ml Hidrat.Prof.,Perfumaria/Higiene E Beleza,19.20
14,Arroz Pilecco Nobre Bco 1kg,Seca Pesada,9.45
15,Arroz Pilecco Nobre Bco 5kg,Seca Pesada,43.71
16,Iog.Frimesa 850g Ftas Verm.,Laticinios,26.16
17,Iog.Frimesa 170g Ftas Verm.,Laticinios,21.23
18,Purif.Glade Autom.Refil Clean Line 269ml,Limpeza,22.51
19,Papel Hig.Neve Neutro Fd 50m L8 P7,Limpeza,77.84
20,Mist.P/Mousse Lowcucar Zero Mrcja 25g,Seca Doce,5.98
21,Mist.P/Mousse Lowcucar Zero Limao 25g,Seca Doce,5.98
22,Bisc.Lowcucar Waffer Zero Baun.115g,Seca Doce,5.93
23,Azeitona Vale Fertil S/Caroco 120g Sache,Seca Salgada,39.70
24,Azeitona Vale Fertil Rech.150g Sache,Seca Salgada,21.76
25,Cerv.Itaipava Pilsen 269ml La,Bebidas Frias,19.59
26,Queijo Muss.Sadia Fat.Kg,Fiambreria,268.26
27,Queijo Prato Sadia Fatiado Kg,Fiambreria,57.67
28,Bisc.Bauducco Cookies Chocco 105g,Seca Leve,39.51
29,Pepino D.Aldeia 300g,Seca Salgada,6.43
30,Palmito D'Aldeia Acai Pic.300g,Seca Salgada,8.06
31,Creme de Ricota Santa Clara 200g,Laticinios,4.99
32,Bisc.Bono Rech.D.Lte 140g,Seca Leve,113.88
33,Purif.Bom Ar Click Spray Lav.Refil L3 P2,Limpeza,97.52
34,Desodor.Coala Oleo Floral 140ml,Limpeza,10.28
35,Caps.Dolce Gusto Buongiorno 144g,Seca Pesada,42.78
36,Caps.Dolce Gusto Aulait 160g,Seca Pesada,62.55
37,"Inset.Raid 45 Noites Euc.Refil 32,9ml",Limpeza,20.87
38,Inset.Raid Pastilha Refil Euc.L12 P10,Limpeza,15.44
39,Iog.Tirol Polpa 540g,Laticinios,21.10
40,Queijo Tirol Parm.Cunha Kg,Laticinios,39.37
41,Queijo Tirol Parm.Cry Kg,Laticinios,11.00
42,Queijo Tirol Prato Cry Kg,Laticinios,20.29
43,Queijo Tirol Mussarela Cry Kg,Laticinios,13.89
44,Beb.Lactea Tirol 900g Coco,Laticinios,35.20
45,Beb.Lactea Tirol 900g Pessego,Laticinios,25.60
46,Beb.Lactea Tirol 900g Maracuja,Laticinios,16.00
47,Beb.Lactea Tirol 900g Mrgo,Laticinios,28.80
48,Preservativo Jontex Sens.C/6,Perfumaria/Higiene E Beleza,9.95
49,Preservativo Jontex Lubrificado Xl C/3,Perfumaria/Higiene E Beleza,6.16
50,Melado Dacolonia Org.440g,Seca Doce,10.79
51,Farinha de Trigo D.Benta Integ.1kg Vacuo,Seca Pesada,8.66
52,Doce de Leite Tirol 350g,Seca Doce,101.32
53,Feijao Granfino Carioca 1kg,Seca Pesada,4.58
54,Cuia Elb P/Mate Casca,Seca Doce,53.08
55,Ervas Finas Strafit 10g,Seca Salgada,5.90
56,Tempero Strafit Baiano 30g,Seca Salgada,3.98
57,Acafrao Strafit 30g,Seca Salgada,14.60
58,Filtro Papel 3 Coracoes 103 C/30,Seca Pesada,33.55
59,Cafe 3 Coracoes Soluv.E.Forte 50g Sache,Seca Pesada,15.42
60,Cafe 3 Coracoes Grao Expr.1kg,Seca Pesada,120.15
61,Bolo Panco 300g Coco,Paes E Bolos Industrializados,13.18
62,Bolo Panco 300g Laranja,Paes E Bolos Industrializados,52.72
63,Bolo Panco 300g Abacaxi,Paes E Bolos Industrializados,26.36
64,Bolo Panco 300g Chocoboy,Paes E Bolos Industrializados,14.42
65,Bolo Panco 300g Chocolate,Paes E Bolos Industrializados,6.59
66,Abs.Sym Sve C/Abas L8p7,Perfumaria/Higiene E Beleza,12.10
67,Creme Trat.Dove 350g Recons.Completa,Perfumaria/Higiene E Beleza,15.90
68,Refr.Po Trink Lja/Mrcja 30g,Bebidas Frias,27.30
69,Abs.Intimus Gel Normal Sve C/Abas C/32,Perfumaria/Higiene E Beleza,262.22
70,Abs.Intimus Gel Normal Sca C/Abas C/32,Perfumaria/Higiene E Beleza,98.82
71,"Choc.Nestle Kit Kat 41,5g",Seca Leve,312.63
72,Po Preparo Muky Mrgo 400g Sache,Seca Doce,20.00
73,Vinho Campo Largo Superior Tto Sve 1l,Bebidas Quentes,18.90
74,Massa Nissin Fgo Assado C/Limao 80g,Seca Leve,14.05
75,Barra Cer.Ritter Light Brownie 75g,Seca Leve,3.29
76,Choc.Garoto Baton Creme 16g,Seca Leve,32.13
77,Choc.Garoto Talento Bco/Doce de Lte 90g,Seca Leve,9.87
78,Beb.Energ.Insano 269ml La,Bebidas Frias,8.76
79,Creme Trat.Aussie 236ml Moist,Perfumaria/Higiene E Beleza,69.80
80,Pedra Sanit.Glade Lav.25g C/25%Desc.,Limpeza,22.11
81,Torrada Isabela Trad.160g,Seca Leve,33.14
82,Torrada Isabela Integ.160g,Seca Leve,48.56
83,Refr.Po Tang Cha Preto/Limao 25g,Bebidas Frias,25.87
84,Torrada Isabela Light 160g,Seca Leve,17.94
85,Refr.Po Tang Mate/Laranja 25g,Bebidas Frias,18.46
86,Torrada Isabela Multigrao 160g,Seca Leve,60.52
87,Pastilhas Tic-Tac Frutas 16g,Seca Leve,31.85
88,Bisc.Parati C.Cracker Gergelim 400g,Seca Leve,20.95
89,Refr.Po Tang Mate/Guarana 25g,Bebidas Frias,14.20
90,Pao Nutrella Bisnaga Cen/Mand.300g,Paes E Bolos Industrializados,26.00
91,Bisc.Oreo Rech.Choc.90g,Seca Leve,4.71
92,Bisc.Oreo Rech.Choc.144g,Seca Leve,19.41
93,Shampoo Elseve 400ml Antirresiduos,Perfumaria/Higiene E Beleza,14.89
94,Saponaceo Mr.Musculo Crem.Lav.45oml,Limpeza,7.49
95,Choc.Twix Triplo 40g,Seca Leve,13.68
96,Cerv.Bavaria Pilsen 269ml La,Bebidas Frias,2.81
97,Cr.Dental Oral-B Pro S 70g Ant.Acuc.L3p2,Perfumaria/Higiene E Beleza,47.75
98,Cj.2 Shampoo Palm.350ml Nut.+1 Cond.350g,Perfumaria/Higiene E Beleza,74.50
99,Sab.Pom Pom 80g Hidrat.L5 P4,Perfumaria/Higiene E Beleza,10.34
100,Iog.Danone Grego 100g Caramelo,Laticinios,1.99
101,Iog.Danone Grego 100g Ftas Verm.,Laticinios,5.97
102,Iog.Danone Grego 100g Trad.,Laticinios,16.74
103,Bisc.Marilan Amant.Integ.330g,Seca Leve,7.90
104,Bisc.Marilan Choc.Integ.330g,Seca Leve,3.99
105,Cr.Dental Sorriso 70g Tripla Vitamina,Perfumaria/Higiene E Beleza,19.44
106,Vinho Esp.Opera Prima Tempranillo 750ml,Bebidas Quentes,25.90
107,Salg.DeliCia Bacon 100g,Seca Leve,73.57
108,Bisc.Bauducco Cereale Castanha 170g,Seca Leve,33.07
109,Creme Trat.Tresemme 400g Detox Capilar,Perfumaria/Higiene E Beleza,14.20
110,Desod.Axe Aero 90g/152ml Adren Cup,Perfumaria/Higiene E Beleza,38.97
111,Desod.Axe Aero 90g/152ml Signature,Perfumaria/Higiene E Beleza,53.70
112,Sab.Protex 90g Complete,Perfumaria/Higiene E Beleza,4.54
113,Cr.Dental Close-Up 90g Bioativa Prot.,Perfumaria/Higiene E Beleza,63.58
114,Anti Mofo Inspira Carvao Ativado 230g,Limpeza,22.38
115,Kit Limpador Ype M.Uso Clas.L4p3 500ml,Limpeza,51.89
116,Cerv.1500 Puro Malte 350ml La,Bebidas Frias,151.05
117,Cafe Damasco E.Forte Vacuo 500g,Seca Pesada,415.98
118,Sustain Junior Zero Acucar 350g,Seca Doce,33.80
119,Beb.Lactea Nescafe Smoovlatte 270ml Choc,Leite,3.78
120,Bisc.Club Social Manteiga 141g,Seca Leve,9.10
121,Hastes Flex.Cottonbaby Seguranca C/50,Perfumaria/Higiene E Beleza,4.04
122,Abs.S.Livre Adplus Sca C/Abas C/8,Perfumaria/Higiene E Beleza,11.89
123,Limpador Mr.Musculo Deseng.P.L500 P400ml,Limpeza,25.17
124,Cerv.Corona Extra 355ml Ln,Bebidas Frias,78.23
125,Agua Min.O.Fino 10l,Bebidas Frias,145.95
126,Passa Roupa Soft Plus Refil 500ml,Limpeza,6.01
127,Queijo Tirol Prato Fatiado Kg,Fiambreria,56.10
128,Queijo Tirol Mussarela Fatiado Kg,Fiambreria,96.35
129,File Mignon Friboi Porcionado Resf.Kg,Acougue,27.95
130,Cr.Dental Sensodyne 50g Rap.Alivio L3p2,Perfumaria/Higiene E Beleza,18.51
131,Protetor Carefree T.Dia S/Perf.L60p50,Perfumaria/Higiene E Beleza,30.41
132,Iog.Vigor Grego S/Lactose 100g Trad.,Laticinios,1.99
133,Iog.Vigor Grego S/Lactose 100g Zero Trad,Laticinios,9.95
134,Iog.Vigor Infantil 180g Morango,Laticinios,14.02
135,Iog.Vigor Grego S/Lactose 100g Fts Verm.,Laticinios,9.95
136,Beb.Lactea Toddynho 270ml Choc.,Leite,3.45
137,Massa P/Tapioca Q.Delicia 500g,"Frios,Massas E Gordurosos",13.18
138,Bisc.Marilan C.Cracker Gergelim 400g,Seca Leve,34.95
139,Bisc.Marilan Maizena Integ. 400g,Seca Leve,30.24
140,Pastilhas Tic-Tac Meu Malvado Fav.3 49g,Seca Leve,8.23
141,Desod.Dove Aero Comp. 54g Orig.,Perfumaria/Higiene E Beleza,12.80
142,Desod.Rexona Aero Comp. 56g S/Perf.,Perfumaria/Higiene E Beleza,9.99
143,Limpador Proteg M.Uso Trad.500ml,Limpeza,5.14
144,Bisc.Nesfit Gergelin 126g,Seca Leve,13.48
145,Cafe Caboclo Trad.Vacuo 250g,Seca Pesada,5.29
146,Cafe Caboclo E.Forte Vacuo 500g,Seca Pesada,307.45
147,Cafe Pilao Senseo E.Forte 120g,Seca Pesada,13.24
148,Limpador Veja X14 T.Limo Sq.L500p400ml,Limpeza,43.68
149,Croissant de Goiabada DeliCia Kg,Padaria,4.65
150,Croissant de Frango DeliCia Kg,Padaria,10.46
151,Creme P/Pentear Tresemme 300ml S.Cap.Ori,Perfumaria/Higiene E Beleza,11.36
152,Talco Tenys Pe Po Sport 100g,Perfumaria/Higiene E Beleza,8.28
153,Talco Tenys Pe J.Seco Sport 86g,Perfumaria/Higiene E Beleza,74.90
154,Molho Tomate Pomarola Cheff 300g,Seca Salgada,6.72
155,Cafe Iguacu Soluv.E Forte 200g La,Seca Pesada,14.91
156,Refrig.Cini Laranjinha 600ml Pet,Bebidas Frias,3.88
157,Molho Tomate Pomarola Salsa 300g,Seca Salgada,8.16
158,Azeite Port.Gallo Ext.Virg.Suave 500ml,Seca Pesada,179.75
159,Oleo Leve Soja Nao Trang.900ml Pet,Seca Pesada,36.85
160,Creme de Leite Itambe Nolac Zero 300g La,Seca Doce,9.40
161,Gelatina Dr.Oetker Uva 60g,Seca Doce,2.02
162,Limpador Veja M.Uso 500ml C/10% Desc.,Limpeza,97.14
163,Limpador Veja Deseng.Squeeze L500p400ml,Limpeza,17.97
164,"Cj.1 Vanish Pink+1 Vanish White 1,5l",Limpeza,89.94
165,Quiche de Pizza Kg,Rotisseria,11.37
166,Desod.Nivea Rollon 50ml Powder Comfort,Perfumaria/Higiene E Beleza,14.10
167,Cr.Dental Colgate 70g L3p2 Mpa Neutrac.,Perfumaria/Higiene E Beleza,68.38
168,Sab.Protex Liq.Int.L200p150ml Care,Perfumaria/Higiene E Beleza,10.99
169,Creme Trat.Fructis 300g Cachos Poderosos,Perfumaria/Higiene E Beleza,12.22
170,Cr.Dental Colgate 70g T.12 Prof.H.Saud,Perfumaria/Higiene E Beleza,5.49
171,Bisc.Toddy Wafer Choc.Mrgo 132g,Seca Leve,21.78
172,Barra Cer.Ritter Nutmix Mrgo/Cramb.60g,Seca Leve,9.50
173,Salg.E.Chips Cheetos Mix de Qjo 49g,Seca Leve,27.27
174,Salg.E.Chips Cheetos Mix de Qjo 130g,Seca Leve,101.33
175,Torrada Marilan Magic Toast Multi.150g,Seca Leve,15.42
176,Aveia Nestle Flocos 170g,Seca Doce,3.14
177,Desod.Bi-O Aero 150ml Toque Seco Masc.,Perfumaria/Higiene E Beleza,13.38
178,Sab.Palmolive Liq.200ml Nutrimilk Refil,Perfumaria/Higiene E Beleza,10.84
179,Cr.Dental Colgate 70g Mpa Neutracucar,Perfumaria/Higiene E Beleza,3.76
180,Beb.Ades Soja Mrgo 1l Tp,Bebidas Frias,19.72
181,Iog.Danoninho P/Beber 100g Mrgo,Laticinios,11.89
182,Beb.Lactea Paulista 850g Mrgo,Laticinios,6.24
183,Agua Min.Proteg C/Gas 2l Pet,Bebidas Frias,4.98
184,Desod.Nivea Aero 150ml Protect&Care,Perfumaria/Higiene E Beleza,66.53
185,Agua Min.Proteg C/Gas 505ml Pet,Bebidas Frias,16.92
186,Aveia Nestle Flocos Finos 170g,Seca Doce,12.56
187,Creme Desod.Red.Apple 55g C/2 C/50% Act,Perfumaria/Higiene E Beleza,6.86
188,Cj.2 Purif.Bom Ar Fresh.Lav.Ref.250ml,Limpeza,69.80
189,Suco C'Ebon Uva Branca Lata 238ml,Bebidas Frias,3.99
190,Queijo Polenguinho Trad.68g,Laticinios,11.96
191,Queijo Polenguinho Light 68g,Laticinios,11.96
192,Suco Prats Laranja 900ml,Laticinios,193.38
193,Cafe do Ponto E.Forte Vacuo 500g,Seca Pesada,26.44
194,Cafe do Ponto Trad.Vacuo 500g,Seca Pesada,13.22
195,Presunto Sadia Coz.Fat.200g,"Frios,Massas E Gordurosos",39.04
196,Peito Sadia Peru Def.Fat.200g,"Frios,Massas E Gordurosos",35.94
197,Toalhinha Umed.Huggies Classic C/48 L4p3,Perfumaria/Higiene E Beleza,26.70
198,Choc.5star 40g,Seca Leve,102.13
199,Cj.2 Desod.Dove Aero 89g C/50% Inv.Dry,Perfumaria/Higiene E Beleza,22.33
200,Cr.Dental Colgate 70g Luminous Advanced,Perfumaria/Higiene E Beleza,9.29
201,Condic.Fructis 400ml Cachos Poderosos,Perfumaria/Higiene E Beleza,13.02
202,Leite Po Ninho Zero Lactose 380g,Seca Doce,230.24
203,Ovos Medio Bco 30un,Granjeiros,117.43
204,Iog.Vigor S/Lactose 170g Nat.Desnatado,Laticinios,11.34
205,Iog.Vigor S/Lactose 170g Nat.,Laticinios,5.67
206,Fralda Pampers Supersec Pctao Peq.C/34,Perfumaria/Higiene E Beleza,26.71
207,Iog.Nestle Grego 90g Torta de Limao,Laticinios,18.38
208,Iog.Nestle Grego 90g Torta de Mrgo,Laticinios,20.17
209,Barra Cer.Nutry Caju/Choc. L4 P.Menos,Seca Leve,35.91
210,Inset.Sbp 45 Noites Citronela 35ml Ref.,Limpeza,11.23
211,Sabao Pedra Ype Toque de Aveia 200g,Limpeza,12.12
212,Pierog Schmidt C/Ricota/Batata 400g,Congelados,15.16
213,Massa Todesc.Smla Spgt T5 1kg,Seca Leve,16.77
214,Limpador Proteg Perf.Floral 1lt,Limpeza,23.08
215,Limpador Proteg Perf.Lav.1lt,Limpeza,5.77
216,Bisc.Bauducco Cereale Lte 77g,Seca Leve,3.56
217,Bisc.Bauducco Cereale Cacau 78g,Seca Leve,3.56
218,Batata Pringles Qjo 128g,Seca Leve,23.96
219,Coxa Big Fgo Iqf.Cong.1kg,Congelados,15.40
220,Nata Tirol Past.400g,Leite,31.92
221,Sob.Frimesa Flan 200g Baun/Caramelo,Laticinios,10.17
222,Sob.Frimesa 200g Choc.,Laticinios,33.70
223,Molho Blue Dragon Yakiss.Trad.300g,Seca Salgada,9.30
224,Leite Santa Clara Uht 1l Int.C/Tampa,Leite,1541.16
225,File Mignon Suino Alegra Cong.Kg,Acougue,14.24
226,Ovos Gralha Azul Caipira 06un,Granjeiros,12.20
227,Bala Esp.Haribo Ursinhos de Ouro 100g,Seca Leve,13.94
228,Bisc.Eqlibri Multigraos Tmte/Ceb.45g,Seca Leve,6.99
229,Azeitona D.Aldeia Vde 200g,Seca Salgada,11.72
230,Azeitona D.Aldeia Vde 500g,Seca Salgada,11.97
231,Caps.Tres Chocolatto 110g,Seca Pesada,27.96
232,Caps.Tres Capuccino Class.80g,Seca Pesada,28.96
233,Limpador Proteg Perf.Herbal 1lt,Limpeza,11.54
234,Purif.Glade Pendure Perfume Lavanda 8g,Limpeza,7.11
235,Cerv.Germania 55 Pilsen 710ml La,Bebidas Frias,86.60
236,Desodor.Inspira Gel Ades.Citrus Apar.42g,Limpeza,22.74
237,Leite Molico Uht 1l Rest.Lactose,Leite,4.89
238,Batata Yokitos Ond.90g,Seca Leve,5.06
239,Leite Santa Clara Uht 1l Rest.Lactose,Leite,29.80
240,Bala 7 Belo Framboesa 150g,Seca Leve,14.50
241,Bala 7 Belo Iogurte 150g,Seca Leve,4.99
242,Iog.Vigor Grego 100g Flocos,Laticinios,53.46
243,Achoc.Toddy L900 P800g Sache,Seca Doce,85.52
244,Granola Nestle Ftas 700g,Seca Doce,45.12
245,Sobrecoxa Perdigao Frango Iqf 800g,Congelados,20.37
246,File Perdigao Peito Fgo Iqf 800g,Congelados,78.51
247,Coxinha da Asa Perdigao Iqf 800g,Congelados,309.04
248,Coxa Seara Assa Facil Cong.800g,Congelados,22.78
249,Filezinho Perdigao Peito Fgo Iqf 800g,Congelados,82.90
250,Iog.Vigor Infantil 180g Frutas,Laticinios,19.29
251,Sob.Nestle Chandelle 200g Chant.Caramelo,Laticinios,25.25
252,Sob.Nestle Chandelle 200g Chant.Choc.,Laticinios,25.05
253,Shampoo Elseve 200ml 4d Sup.Control,Perfumaria/Higiene E Beleza,9.94
254,Cerv.Heineken 250ml Ln,Bebidas Frias,54.23
255,Desodor.Mr.Musculo Gel Ades.Ocean Refil,Limpeza,13.11
256,Escova Marco Boni P/Cab.Raq.Alm.A.Print,Perfumaria/Higiene E Beleza,25.24
257,Choc.Garoto Talento M.Amargo 90g,Seca Leve,20.91
258,Leite Po Piracanjuba Int.800g Sache,Seca Doce,37.96
259,Queijo Lacfree Minas Padrao Cry Kg,Laticinios,69.56
260,Queijo Lacfree Cottage 200g,Laticinios,50.56
261,Iog.Lacfree 140gr Mrgo,Laticinios,5.18
262,Coalhada Lacfree 140g,Laticinios,3.18
263,Cereal Milnutri Arroz/Aveia 230g,Seca Doce,16.95
264,Purif.Glade T.Frescor La/Ocean Ref.L3p2,Limpeza,28.20
265,Sopao DeliCia Lamen Feijao 200g,Seca Leve,3.30
266,Marg.Qualy Aera 500g C/Sal,"Frios,Massas E Gordurosos",23.14
267,Pizza Seara Int.380g Peito Peru,Congelados,11.98
268,Iog.Danone 170g Gfa Mrgo,Laticinios,2.23
269,Iog.Danone 1350g Vitamina,Laticinios,46.32
270,Iog.Nestle Grego 400g Abacaxi,Laticinios,11.98
271,Palito Tres Queijo Chef Foods Kg,Padaria,22.73
272,Chipa Trad.Chefe Foods Kg,Padaria,24.97
273,Cake Red Velvet Kg,Confeitaria,68.96
274,Cake Indiano Kg,Confeitaria,7.91
275,"Sorvete Kibon Sorv.1,5l Tentacao",Congelados,40.39
276,Leite Po Piracanjuba Desnat.600g Sache,Seca Doce,15.39
277,Cha Leao Fuze Verde C/Abac/Hort.24g C/15,Seca Doce,5.11
278,Cerv.Hoegaarden White 330ml Ow,Bebidas Frias,7.48
279,Cerv.Antarc.Original 600ml Ow,Bebidas Frias,186.52
280,Alho Picado Pindu 400g,Seca Salgada,7.69
281,Aveia Yoki Flocos Finos 170g,Seca Doce,5.02
282,Aveia Yoki Flocos Grossos 170g,Seca Doce,2.51
283,Desod.Bozzano Aero 90g Energy,Perfumaria/Higiene E Beleza,15.76
284,Desod.Bozzano Aero 90g Fresh,Perfumaria/Higiene E Beleza,15.76
285,Polpa Brasfrut Coco 100g,Congelados,17.04
286,"Sorvete Nestle 1,5l Brigadeiro",Congelados,16.90
287,Mortadela Copacol Frango Def.Kg,Fiambreria,20.62
288,Mortadela Copacol C/Toucinho Def.Kg,Fiambreria,14.23
289,Amac.Comfort Puro Cuidado 2l,Limpeza,33.96
290,Amac.Comfort Conc.Puro Cuidado 500ml,Limpeza,10.19
291,Farinha Panko P/Empanar 200g,Seca Pesada,18.14
292,Arroz Buriti Integ.1kg,Seca Pesada,81.49
293,Sobrecoxa Seara Assa Facil Cong.800g,Congelados,11.39
294,Cereal Goodys Boll S/Lactose 500g,Seca Doce,23.02
295,Tira Mancha Omo Po Roupas Branca 420g,Limpeza,35.80
296,Bisc.Club Social Orig.12x24g,Seca Leve,84.30
297,Choc.Garoto Baton Bco C/4 64gr,Seca Leve,4.89
298,Papel Hig.Neve Neutro F.Trip.20m L.16p15,Limpeza,179.24
299,Aparelho Prestobarba 3 Masc.L4p3,Perfumaria/Higiene E Beleza,82.89
300,Catchup D.Aldeia Light 400g,Seca Salgada,3.98
301,Molho D.Aldeia Barbecue 200g,Seca Salgada,14.30
302,Locao Nivea 250ml P/Banho Soft Milk,Perfumaria/Higiene E Beleza,15.19
303,Shampoo Dove Baby 200ml Hidrat.Enriq.,Perfumaria/Higiene E Beleza,10.90
304,Sab.Dove Baby 75g Hidrat.Sens.,Perfumaria/Higiene E Beleza,2.49
305,Sab.Dove Baby 75g Hidrat.Enriq.,Perfumaria/Higiene E Beleza,35.12
306,Cha Verde Magro Zero Abac/Hort.8g,Seca Doce,7.04
307,Cha Verde Magro Zero Cranberry 8g,Seca Doce,5.28
308,Cha Verde Magro Zero Ftas Verm.8g,Seca Doce,10.56
309,Composto Lacteo Neslac Comfor 800g,Seca Doce,35.55
310,Suco Prats Laranja 330ml,Laticinios,38.90
311,Azeite Esp.D'Aldeia Ext.Virg.500ml Vd,Seca Pesada,21.98
312,Refr.Po Tang Mrcja25g,Bebidas Frias,90.53
313,Cr.Dental Sensodyne 100g Repair&P.White,Perfumaria/Higiene E Beleza,25.80
314,Creme P/Pentear Ox 250ml Rec.Prof.,Perfumaria/Higiene E Beleza,13.43
315,"Sorvete Nestle 1,5l Galak",Congelados,50.70
316,Batata Lar Palito Cong.2kg,Congelados,207.68
317,Coxinha da Asa Lar Cong.Iqf 1kg,Congelados,18.28
318,Sobrecoxa Fgo Lar Cong.Iqf 1kg,Congelados,14.46
319,Meio da Asa Lar Cong.Iqf 1kg,Congelados,12.76
320,File Lar Sassami Cong.Iqf 1kg,Congelados,10.25
321,File Lar Peito Fgo Cong.Iqf 1kg,Congelados,19.58
322,Aneis de Cebola Lar Empanada 400g,Congelados,7.57
323,Frango A Passarinho Lar Cong.Iqf 1kg,Congelados,25.16
324,Filezinho Lar Sassami Empanado 700g,Congelados,27.44
325,Shampoo Head&Shoulders 400ml Maca,Perfumaria/Higiene E Beleza,39.88
326,File Copacol Tilapia Cong.Iqf 800g,Congelados,255.95
327,Limpa Espelhos E Vidros Pratice 300ml,Limpeza,19.66
328,Azeite Grego Midas Ext.Virg.500ml,Seca Pesada,66.38
329,Guard.Bob Classe 225x24 C/50 Folha Dupla,Limpeza,4.08
330,Iog.Vigor Nat.S/Lactose 170g Ameixa,Laticinios,5.67
331,Iog.Frimesa Rest.Lactose 165g Mrgo,Laticinios,34.63
332,Iog.Frimesa Rest.Lactose 165g Fts Verm.,Laticinios,12.30
333,Shampoo Ox 400ml Nutricao,Perfumaria/Higiene E Beleza,14.47
334,Bolo Mil Folhas Kg,Confeitaria,17.00
335,Sabao Em Po Tixan Primavera 2kg,Limpeza,116.50
336,Iog.Tirol Diet 830g Coco,Laticinios,15.02
337,Iog.Tirol Diet 830g Mrgo,Laticinios,7.51
338,Sab.Rexona 84g Antibacteriano,Perfumaria/Higiene E Beleza,23.80
339,Sab.Rexona 84g Nutritiva Fresh,Perfumaria/Higiene E Beleza,27.37
340,Desod.Rexona Rollon 50ml Antibac.Men,Perfumaria/Higiene E Beleza,8.68
341,Beb.Energ.Fusion 1l Pet,Bebidas Frias,7.92
342,Folhado de Presunto/Queijo Kg,Padaria,24.21
343,"Sorvete Nestle 1,5l Napolitano Espec.",Congelados,101.40
344,"Sorvete Nestle 1,5l Prestigio",Congelados,16.90
345,"Sorvete Nestle 1,5l Sensacao",Congelados,16.90
346,Creme P/Pentear Fructis 250ml Apaga Dano,Perfumaria/Higiene E Beleza,9.00
347,"Sorvete Nestle La Frutta 1,5l Uva/Limao",Congelados,19.98
348,Fralda Pampers P.Care Mega Xxg C/32,Perfumaria/Higiene E Beleza,179.60
349,Bolo Recheado Dois Amores Kg Frco,Confeitaria,47.37
350,Palmito do Vale Acai Int.180g,Seca Salgada,34.32
351,Mostarda Hemmer Escura Premium 300g,Seca Salgada,11.98
352,Caldo Knorr Galinha Menos Sodio 57g,Seca Salgada,17.60
353,Caldo Knorr Carne Menos Sodio 57g,Seca Salgada,17.18
354,Caldo Knorr Legumes Menos Sodio 57g,Seca Salgada,3.98
355,Pacoquita Sta Helena Cremosa 180g,Seca Doce,4.99
356,Pacoquita Sta Helena C/Aveia Zero 88g,Seca Doce,13.80
357,Cerv.Patagonia Amber Lager 740ml,Bebidas Frias,27.00
358,Choc.Garoto Ao Lte Aero 101g,Seca Leve,85.10
359,Bisc.Dona Chica Polvilho 100g,Seca Leve,27.72
360,Iog.Vigor Mix 165g Mrgo Colorball,Laticinios,28.04
361,Massa DeliCia Integrale Fusilli 500g,Seca Leve,6.58
362,Massa DeliCia Integrale Penne 500g,Seca Leve,6.58
363,Massa DeliCia Integrale Spaghetti 500g,Seca Leve,3.29
364,Massa Barilla S/Gluten Spgt 400g,Seca Leve,11.33
365,Beb.Ades Soja Mrgo 200ml Tp,Bebidas Frias,7.82
366,Suco D.Valle Mais 100% Uva 1l Tp,Bebidas Frias,39.64
367,Suco D.Valle Mais 100% Lja 1l Tp,Bebidas Frias,31.96
368,Tortinha M.Flora de Brigadeiro Kg,Confeitaria,6.42
369,Tortinha M.Flora de Limao Kg,Confeitaria,30.80
370,Bolo de Limao Kg Sco,Confeitaria,29.68
371,Bisc.Belvita Maca/Canela 75g,Seca Leve,19.90
372,"Chicle Trident Unlimited Melancia 13,3g",Seca Leve,5.98
373,Drop.S Halls Menta Prata 34g,Seca Leve,5.52
374,Torrada Bauducco Multigraos Mpack 320g,Seca Leve,25.72
375,Papel Hig.Fofinho Abs.Fd 30m L12 P11,Limpeza,317.35
376,Bisc.Club Social Sanduba Misto 45g,Seca Leve,34.02
377,Bisc.Club Social Sanduba Peru/Qjo 45g,Seca Leve,3.86
378,Fralda Huggies Mega Pack G C/48 Gts 4 T,Perfumaria/Higiene E Beleza,189.40
379,Fralda Huggies Mega Pack M C/54 Gts 4 T,Perfumaria/Higiene E Beleza,35.80
380,Fralda Huggies Mega Pack Xg C/42 Gts 4t,Perfumaria/Higiene E Beleza,256.15
381,Iog.Nestle Ninho 600g,Laticinios,95.34
382,Salg.La Violetera Nootz Mix 40g,Seca Leve,5.67
