,nm_produto,ds_classe2,vl_total
246,Peito Frango C/Osso Maringa Resf.Kg,Acougue,1456.07
247,Peito Frango Copacol Bdja 1kg,Acougue,87.76
248,Peito Frango Copacol Resf.Kg,Acougue,4396.36
249,Peito Frango Copacol S/O S/P Bdja 1kg,Acougue,1922.76
250,Peito Frango Copacol S/Pele  Bdja 1kg,Acougue,145.44
251,Peito Frango Copacol S/Pele Kg,Acougue,270.46
252,Peixinho Especial DeliCia A/S Kg,Acougue,47.54
253,Peixinho Sanfonado DeliCia A/S Kg,Acougue,43.42
254,Pernil Prieto Suino Temp.Resf.Kg,Acougue,19.42
255,Pernil Suino C/Osso C/Pele Resf.Kg,Acougue,1633.55
256,Pernil Suino Fattoria C/Osso C/P Resf.Kg,Acougue,1756.60
257,Pernil Suino Frimesa Fat.Cong.Kg,Acougue,202.23
258,Pernil Suino Pamplona C/O S/P Resf.Kg,Acougue,13.92
259,Pernil Suino Tonini C/O C/P Resf.Kg,Acougue,1502.80
260,Petisco Copacol de Fgo Tem.Cong Pct 1kg,Acougue,574.77
261,Picadinho Magro DeliCia A/S Kg,Acougue,19.24
262,Picanha Alegra Corte Facil Cong.Kg,Acougue,93.94
263,Picanha Anglo Fatiada Kg,Acougue,1201.95
264,Picanha Anglo Friboi Resf.Kg,Acougue,953.36
265,Picanha Friboi Reserva Vac.Kg,Acougue,559.23
266,Picanha Prieto Suina Temp.Resf.Kg,Acougue,22.55
267,Picanha Suina Alegra Temp.Resf.Kg,Acougue,864.86
268,Picanha Suina Frimesa Cong.Kg,Acougue,368.77
269,Picanha Suina Pamplona Temp.Resf.Kg,Acougue,63.69
270,Ponta de Costela Bovina Congelada Kg,Acougue,973.72
271,Ponta de Peito DeliCia A/S Pedaco Kg,Acougue,40.92
272,Posta Branca Friboi Porcionado Resf.Kg,Acougue,191.65
273,Posta Branca Friboi Reserva Peca Vac. Kg,Acougue,25.79
274,Posta Vermelha Friboi Reserva Pc Vac.Kg,Acougue,114.33
275,Posta Vermelha Peca Inteira Kg,Acougue,414.78
276,Posta Vermelha Pedaco Kg,Acougue,317.30
277,Posta Vermelha Porcionada Kg,Acougue,6628.24
278,Rabo Bovino Kg,Acougue,252.05
279,Recortes de Costela Suina Aurora Cong.Kg,Acougue,485.58
280,Redbeff DeliCia A/S Kg,Acougue,547.12
281,Rim Bovino Kg,Acougue,31.00
282,Sobrecoxa Big Fgo Resf.Bdj Kg,Acougue,236.01
283,Sobrecoxa Big Fgo Resf.Kg,Acougue,175.03
284,Sobrecoxa Frango Big Fgo Temp.Resf.Kg,Acougue,277.46
285,Sobrecoxa Frango Copacol S/Pele Bd 1kg,Acougue,305.46
286,Sobrecoxa Frango Copacol S/Pele Resf.Kg,Acougue,223.24
287,Sobrecoxa Frango Copacol Temp.Resf.1kg,Acougue,44.48
288,Sobrecoxa Seara Resf.Kg,Acougue,242.31
289,Sobrepaleta Suina Alegra Temp.Resf.Kg,Acougue,528.93
290,Sobrepaleta Suina Extra Alegra Cong.Kg,Acougue,126.53
291,Sobrepaleta Suina Frimesa Cong.Kg,Acougue,38.48
292,Sobrepaleta Suina Pamplona Temp.Resf.Kg,Acougue,17.99
293,Stretto DeliCia A/S Kg,Acougue,583.14
294,Strogonoff Alcatra Friboi Reserva Kg,Acougue,201.67
295,Strogonoff Coxao Mole DeliCia A/S Kg,Acougue,1800.24
296,Strogonoff Patinho Friboi Reserva Kg,Acougue,196.27
297,Suan Suino Cong.Kg,Acougue,178.15
298,Suan Suino Resf.Kg,Acougue,19.13
299,Toucinho Suino Fattoria C/Pele Resf.Kg,Acougue,22.78
300,Toucinho Suino Resf.Kg,Acougue,4.13
301,Toucinho Tonini Resf.Kg,Acougue,298.27
302,Agua Coco Ducoco 1l Tp,Bebidas Frias,186.60
303,Agua Coco Ducoco 200ml Tp,Bebidas Frias,38.96
304,Agua Coco Kero-Coco 1l Tp,Bebidas Frias,654.26
305,Agua Coco Kero-Coco 200ml Tp,Bebidas Frias,37.85
306,Agua Coco Obrigado 1l Tp,Bebidas Frias,1821.51
307,Agua Coco Obrigado 200ml Tp,Bebidas Frias,67.14
308,Agua Coco Obrigado 350ml Pet,Bebidas Frias,32.72
309,Agua Coco Obrigado Abac./Pera 1l Tp,Bebidas Frias,6.49
310,Agua Coco Obrigado Cap/Geng.1l Tp,Bebidas Frias,34.22
311,Agua Coco Sococo 1l Tp,Bebidas Frias,1749.03
312,Agua Coco Sococo 200ml  Tp,Bebidas Frias,143.00
313,Agua Coco Sococo 330ml Tp,Bebidas Frias,385.91
314,Agua Coco Trop Coco 1l,Bebidas Frias,3605.14
315,Agua Crystal Sparkling Limao 310ml La,Bebidas Frias,85.72
316,Agua Crystal Sparkling Limao 510ml Pet,Bebidas Frias,72.12
317,Agua Crystal Sparkling Tang.310ml La,Bebidas Frias,81.68
318,Agua Crystal Sparkling Tang.510ml Pet,Bebidas Frias,48.96
319,Agua de Coco Mais Coco 1l Tp,Bebidas Frias,5570.91
320,Agua Min.Ama 500ml S/Gas Pet,Bebidas Frias,351.96
321,"Agua Min.Crystal 1,5l Pet",Bebidas Frias,373.81
322,Agua Min.Crystal 300ml Pet,Bebidas Frias,144.10
323,Agua Min.Crystal 310ml Copo,Bebidas Frias,76.17
324,Agua Min.Crystal 500ml Pet,Bebidas Frias,864.87
325,Agua Min.Crystal 5l,Bebidas Frias,436.48
326,"Agua Min.Crystal C/Gas 1,5l Pet",Bebidas Frias,133.10
327,Agua Min.Crystal C/Gas 500ml Pet,Bebidas Frias,410.33
328,Agua Min.Crystal Vip 350ml C./Gas Pet,Bebidas Frias,120.35
329,Agua Min.Crystal Vip 350ml Pet,Bebidas Frias,113.94
330,Agua Min.Font Life 10l Pet,Bebidas Frias,1065.59
331,Agua Min.Font Life 5l Pet,Bebidas Frias,763.49
332,"Agua Min.Font Life C/Gas 1,5l Pet",Bebidas Frias,332.10
333,Agua Min.Font Life C/Gas 510ml Pet,Bebidas Frias,434.89
334,Agua Min.Font Life S/Gas 1.5l Pet,Bebidas Frias,414.06
