,nm_produto,ds_classe2,vl_total
1734,Suco Maguary Light Uva 1l Tp,Bebidas Frias,8.49
1735,Queijo Santa Clara Minas Red.Sodio Kg,Laticinios,16.29
1736,Sabao Em Pedra Alpes Super 150g C/1,Limpeza,11.88
1737,Iog.Tirol Diet 830g Mrgo,Laticinios,7.51
1738,Barra Cer.Nesfit Ban/Aveia 60gr,Seca Leve,9.54
1739,Barra Cer.Nesfit Mrgo/Iog.60gr,Seca Leve,6.36
1740,Limpador Veja M.Uso 500ml C/10% Desc.,Limpeza,127.02
1741,Refr.Po Clight Mrcja 8g,Bebidas Frias,43.56
1742,Limpador Veja M.Uso Lav.500ml 10% Des,Limpeza,3.75
1743,Bisc.Kellogg.S Rosca Ban/Aveia/Can.150g,Seca Leve,3.42
1744,Alv.Vanish Poder 02 White 400g Sache,Limpeza,80.43
1745,Guard.Mili 21x22 C/50,Limpeza,66.25
1746,Cj.Vanish Poder O2 Super Promocao,Limpeza,182.20
1747,Toalha de Papel Bob C/2 120 Folhas,Limpeza,78.03
1748,Maionese Hellmanns Light 500g,Seca Salgada,81.44
1749,Massa Renata C/O Pena 500g,Seca Leve,7.16
1750,Bisc.Nesfit Lte Vit.200g,Seca Leve,15.07
1751,Filezinho Copacol Peito Sassami Pct 1kg,Congelados,247.64
1752,Vinho Precioso Tto Demi Sec 750ml,Bebidas Quentes,10.90
1753,Milho Verde Quero 200g Tp,Seca Salgada,12.30
1754,Marg.Delicia Supreme 500g C/Sal,"Frios,Massas E Gordurosos",50.34
1755,Azeite Ita.Renata Ext.Virg.500ml Vd,Seca Pesada,24.68
1756,Farinha Mand.Caldo Bom Amar.1kg,Seca Pesada,40.40
1757,Ravioli Mezzani 400g Carne,"Frios,Massas E Gordurosos",12.98
1758,Farinha de Trigo Nordeste 5kg,Seca Pesada,53.44
1759,Salg.Crocantissimo Queijo/Cebola 40g,Seca Leve,4.94
1760,Limpador Facille M.Uso Trad.500ml,Limpeza,24.21
1761,Limpador Mr.Musculo Perf.Lav.500ml,Limpeza,6.38
1762,Massa Barilla C/O Paraf.500g,Seca Leve,10.35
1763,Salg.Crocantissimo P.Peru C/Req.40g,Seca Leve,7.41
1764,Chocottone Bauducco 550g Mousse,Paes E Bolos Industrializados,148.90
1765,Mostarda Hemmer Escura Premium 300g,Seca Salgada,11.98
1766,Caldo Maggi Carne 168g,Seca Salgada,27.56
1767,Bisc.Bauducco Cereale Castanha 170g,Seca Leve,25.12
1768,Refrig.Pepsi Zero 2l Pet,Bebidas Frias,15.96
1769,Batata E.Chips Palha Ext.Fina 120g,Seca Leve,24.70
1770,Granola Vitao Trad.Zero 800g,Seca Doce,71.48
1771,Inset.Mat Inset Pastilha Refil L12 P10,Limpeza,17.94
1772,Bala Fini Jelly Amoras 100g,Seca Leve,13.48
1773,Pipoca Karoli Caramelizada 100g,Seca Leve,29.70
1774,Bombom Nestle Especialidades 300g,Seca Leve,189.50
1775,Chicle Fini Melancia 100g,Seca Leve,6.79
1776,Doce Sto Antonio Mandolate/Torrone 140g,Seca Leve,4.25
1777,Choc.Lacta Bubbly Duo 110g,Seca Leve,6.16
1778,Choc.Garoto Baton Cme Mrgo C/4 64g,Seca Leve,44.01
1779,Beb.Ades Soja Pess.1l Tp,Bebidas Frias,4.99
1780,Beb.Purity Soja Abac.1l Tp,Bebidas Frias,3.41
1781,Ovos de Codorna Poli C/Vegetais 300g,Seca Salgada,16.50
1782,Bisc.Bauducco Amant.Lte 335g,Seca Leve,31.08
1783,Choc.Kinder Bueno White T-2 39g,Seca Leve,41.92
1784,Bisc.DeliCia Polvilho 80g,Seca Leve,40.35
1785,Pipoca DeliCia Caramelizada 80g,Seca Leve,13.20
1786,"Bombom Lacta Favoritos 289,2g",Seca Leve,18.77
1787,Choc.Garoto Baton Rech.Ao Lte C/4 64gr,Seca Leve,9.78
1788,Choc.Arcor Tortuguita Cookies Bco 100g,Seca Leve,8.68
1789,Bolo C/Rech.Doce de Leite Kg Sco,Confeitaria,21.30
1790,Queijo Tirolez Mussarela Fat.Kg,Fiambreria,79.55
1791,Amac.Ype Azul Aconchego 5l,Limpeza,80.91
1792,Agua Min.Sao Lourenco C/Gas 1.260ml Pet,Bebidas Frias,3.78
1793,"Chicle Trident Garrafa Menta 40,6gr",Seca Leve,16.86
1794,Desod.Axe Aero 90g/152ml Apollo,Perfumaria/Higiene E Beleza,25.98
1795,Alcatra Com Maminha Peca Inteira Kg,Acougue,187.61
1796,Limpador Veja M.Uso M.Verde 500ml,Limpeza,55.08
1797,Limpador Ajax Fresh Blue 500ml,Limpeza,14.36
1798,Amac.Baby Soft Toque Cuidado 2l,Limpeza,42.32
1799,Limpador Veja Perf.Nat.Flor.500ml C/30%D,Limpeza,39.48
1800,Caldo Maggi Leg/Verd.63g,Seca Salgada,4.58
1801,Caldo Knorr Carne 114g L12 P10,Seca Salgada,23.92
1802,Cafe Damasco Intenso Vacuo 500g,Seca Pesada,243.35
1803,Bisc.Bauducco Waffer Nozes 140g,Seca Leve,18.50
1804,Beb.Lactea Tirol 830g Mrgo,Laticinios,90.30
1805,Beb.Lactea Tirol 830g Maracuja,Laticinios,27.35
1806,Bisc.Bauducco Cereale Lte 165g,Seca Leve,20.06
1807,Iog.Nestle Grego 90g Torta de Limao,Laticinios,3.70
1808,Iog.Nestle Grego 90g Torta de Mrgo,Laticinios,5.55
1809,Limpador Veja L.Pesada Orig.500ml 10%Des,Limpeza,19.96
1810,Cj.2 Limpador Veja Deseng.Ref.50% Desc.,Limpeza,50.35
1811,Sab.Lux 85gr Toque de Baun.,Perfumaria/Higiene E Beleza,23.84
1812,Massa Petybon G.Duro Tricol.Fusilli 500g,Seca Leve,3.99
1813,Cj.2 Vanish P.02 C/50% Desc.Na 2 Unid.,Limpeza,95.60
1814,Iog.Nestle Grego 90g Cocada,Laticinios,9.25
1815,Bisc.Bauducco Cereale Lja/Damasco 147g,Seca Leve,40.69
1816,Gel Dental Close-Up 90g Red Hot L4p3,Perfumaria/Higiene E Beleza,26.59
1817,Cafe 3 Coracoes Soluv.200g Vd,Seca Pesada,23.92
1818,Cha Lipton Cam/F.Verm.50% Desc.Na 2iUnid,Seca Doce,15.90
1819,Barra Cer.Quaker Ban/Choc.66g,Seca Leve,4.67
1820,Salg Nootz Mix Natural 40g,Seca Leve,14.49
1821,Shampoo Seda 325ml Oleo Hidratacao,Perfumaria/Higiene E Beleza,8.80
1822,Maionese Hellmanns 250g,Seca Salgada,52.09
1823,Queijo Maranata Minas Frescal Kg,Fiambreria,32.81
1824,Linguica Copacol de Frango Cong.1kg,Acougue,10.59
1825,"Choc.Kinder T-1 12,6g",Seca Leve,19.95
1826,Polpa Brasfrut Coco 100g,Congelados,11.36
1827,Azeite Port.Gallo Ext.Virg.Suave 500ml,Seca Pesada,59.94
1828,Papel Hig.Duetto Velvet Fd 30m C/12 L+P-,Limpeza,132.30
1829,Cerv.1500 Puro Malte 350ml La,Bebidas Frias,177.55
1830,Refrig.Coca Zero 1l Pet,Bebidas Frias,39.05
1831,Salg.E.Chips Cebolitos 60g,Seca Leve,36.00
1832,Sabao Omo Liq.Sports L3l P2.5l,Limpeza,44.05
1833,Bombom Arcor Bonobon Amargo 15g,Seca Leve,4.72
1834,Pao Bengala Kg,Padaria,3.51
1835,File de Sassami Big Fgo Resf.Kg,Acougue,15.58
1836,Bicarbonato de Sodio Sweet 70g,Seca Salgada,42.00
1837,Bucha Vegetal Marco Boni P/Banho,Perfumaria/Higiene E Beleza,22.17
1838,Panettone Tommy Frutas 400g Cx,Paes E Bolos Industrializados,124.60
1839,Espum.Garibaldi Brut 650ml,Bebidas Quentes,19.90
1840,Coxa C/Sobrecoxa C/Dorso Cong.Kg,Acougue,124.03
1841,Chocottone Bauducco 550g Trufas,Paes E Bolos Industrializados,155.15
1842,Refr.Po Nutrinho Abac.25g,Bebidas Frias,19.72
1843,Sabao Em Po Tixan Maciez 1kg,Limpeza,44.56
1844,Refr.Po Nutrinho Mrgo 25g,Bebidas Frias,9.99
1845,Leite Ferm.Yakult 480g Trad.,Laticinios,348.16
1846,Aparelho Prestobarba 3 Fem.C/2,Perfumaria/Higiene E Beleza,11.33
1847,Cafe 3 Coracoes E.Forte Almof.500g,Seca Pesada,45.90
1848,Cafe 3 Coracoes Soluv.50g Sache,Seca Pesada,43.27
1849,Bisc.Isabela Coquetel 360g,Seca Leve,50.70
1850,Cr.Dental Sorriso 90g Sup.Refresc.,Perfumaria/Higiene E Beleza,47.34
1851,Sapolio Radium Crem.Bouquet 300ml,Limpeza,12.53
1852,Inset.Sbp Multi Aero 300ml Gts 150ml Euc,Limpeza,104.67
1853,Creme Ovomaltine Crocante 380g,Seca Doce,30.56
1854,Batata DeliCia Palha 120g,Seca Leve,68.70
1855,Drop.S Halls Mrgo 37g,Seca Leve,19.32
1856,Tekitos Seara 300g,Congelados,25.40
1857,Sab.Lux Liq.220ml Suav.Das Petalas Refil,Perfumaria/Higiene E Beleza,43.89
1858,Molho D.Aldeia Barbecue 200g,Seca Salgada,14.30
1859,Ingredientes P/Feijoada Perdigao 880g,"Frios,Massas E Gordurosos",23.56
1860,Leite Po Tirol Int.350g Sache,Seca Doce,103.52
1861,Coxa C/Sobrecoxa Copacol A Pass.Iqf 1kg,Congelados,19.94
1862,Bisc.Nestle Nesfit Gergelim 170g,Seca Leve,3.63
1863,Meio da Asa Copacol Iqf Cong.1kg,Congelados,17.29
1864,Sab.Dermacyd Liq.Neutralize Int.200ml,Perfumaria/Higiene E Beleza,19.83
1865,Cr.Dental Colgate 140g T.12 Repair,Perfumaria/Higiene E Beleza,17.03
1866,Shampoo Tresemme 200ml Poo,Perfumaria/Higiene E Beleza,17.98
1867,Adoc.Adocyl Sac/Ciclam.100ml,Seca Doce,11.00
1868,Fio Dental Johnson Reach 100m,Perfumaria/Higiene E Beleza,31.03
1869,Iog.Frimesa 540g Mrgo,Laticinios,97.90
1870,Limpador Facille M.Uso F.Flores 500ml,Limpeza,37.66
1871,Torrada Visconti Integ.140g,Seca Leve,9.45
1872,Sab.Lux 85gr Frescor Ire,Perfumaria/Higiene E Beleza,8.94
1873,Doce Leite Italac 400g,Seca Doce,17.25
1874,Sab.Albany 85g Laranja Homem,Perfumaria/Higiene E Beleza,14.10
1875,Sab.Albany 85g Branco Feminino,Perfumaria/Higiene E Beleza,10.34
1876,Patinho Pedaco Kg,Acougue,255.35
1877,Marg.Delicia 500g S/Sal,"Frios,Massas E Gordurosos",3.58
1878,Agua Sanit.Da Ilha 1l,Limpeza,85.11
1879,Inset.Sbp 45 Noites Refil Gts Apar.,Limpeza,22.98
1880,Toalha de Papel Mili C/2 110 Folhas,Limpeza,168.65
1881,Cerv.Itaipava Pilsen 269ml La,Bebidas Frias,42.96
1882,Agua Min.Proteg 5l Pet,Bebidas Frias,54.60
1883,Choc.Em Po Fleischmann 200g,Seca Doce,9.94
1884,Choc.Garoto Ao Lte 100g,Seca Leve,73.08
1885,Cafe Iguacu Soluv.L200g P180g,Seca Pesada,23.23
1886,Mortadela Perdigao de Frango Kg,Fiambreria,4.22
1887,Arroz Zaeli Bco 5kg,Seca Pesada,47.29
1888,Farinha de Trigo Sol 5kg,Seca Pesada,51.88
1889,Feijao Ferreira Carioca 1kg,Seca Pesada,48.10
1890,Cafe Nescafe Soluv.Matinal 200g Vd,Seca Pesada,36.72
1891,Refrig.Cini Guar.2l Pet,Bebidas Frias,42.18
1892,Refrig.Cini Lim.2l Pet,Bebidas Frias,16.57
1893,Refrig.Cini Lja 2l Pet,Bebidas Frias,16.87
1894,Mortadela Sadia Def.Kg,Fiambreria,45.05
1895,Massa Pastel Romanha 500g Dco Gde,"Frios,Massas E Gordurosos",35.13
1896,Refrig.Cini Abac.2l Pet,Bebidas Frias,45.18
1897,Massa B.Gosto Smla Ninho 500g,Seca Leve,8.55
1898,Farofa Mand.Pinduca Trad.500g,Seca Pesada,30.29
1899,Massa Ninfa Inst.Gal.85g,Seca Leve,14.10
1900,Massa Ninfa Inst.Gal.Caip.85g,Seca Leve,27.31
1901,Massa Ninfa Inst.Leg.85g,Seca Leve,14.10
1902,Massa Ninfa Inst.Bacon 85g,Seca Leve,12.32
1903,Maionese Arisco 500g,Seca Salgada,46.50
1904,Refrig.Cini Laranjinha 2l Pet,Bebidas Frias,42.19
1905,Pao Nino Hot Dog 240g,Paes E Bolos Industrializados,30.72
1906,Shampoo Palmolive 350ml Ceramidas,Perfumaria/Higiene E Beleza,40.15
1907,Desinf.Pinho Sol Limao 1l,Limpeza,42.52
1908,Sardinha Gomes Costa Tomate 250g,Seca Salgada,64.44
1909,Bisc.Isabela Maria 400g,Seca Leve,39.48
1910,Creme Trat.Origem 1kg Sos  Hid/Colageno,Perfumaria/Higiene E Beleza,38.65
1911,Molho D'Ajuda Barbecue 190g,Seca Salgada,22.19
1912,Molho D'Ajuda P/Lanche 3 Em 1 185g,Seca Salgada,3.44
1913,Doce de Leite Tirol 350g,Seca Doce,101.32
1914,Pao Thabrulai Sanduiche 400g,Paes E Bolos Industrializados,34.42
1915,Papel Hig.Duetto Neutro Fd 30m L24p22,Limpeza,207.53
1916,Massa DeliCia C/O Espiral 500g,Seca Leve,8.25
1917,Massa DeliCia C/O Penne 500g,Seca Leve,4.18
1918,Espoja Marco Boni P/Banho Soft Premium,Perfumaria/Higiene E Beleza,13.18
1919,Maionese Hemmer 930g,Seca Salgada,106.10
1920,Cj.6 Deterg.Limpol Cristal 500ml C/10%,Limpeza,16.09
1921,Sabao Pasta Dipol Brilho 500g,Limpeza,39.42
1922,Caldo Maggi Galinha 126g,Seca Salgada,27.15
1923,Aji Sal Churrasco 500g,Seca Salgada,10.78
1924,"Caldo Sazon Bacon/Cebola 37,5g",Seca Salgada,11.34
1925,"Caldo Sazon Legumes 37,5g",Seca Salgada,15.12
1926,Alcool da Ilha 46.2 Inpm Trad.1l,Limpeza,120.00
1927,Cj.1 Limpador Veja L.Pesada+40% Veja T.L,Limpeza,17.80
1928,"Caldo Sazon Camarao 37,5g",Seca Salgada,5.67
1929,Peito Seara de Frango Def.Light Kg,Fiambreria,29.29
1930,Pizza DeliCia Lombo Kg,Fiambreria,21.02
1931,Coxa C/Sobrecoxa Big Fgo C/Pele Resf.Kg,Acougue,12.69
1932,Asa de Frango Big Fgo Resf.Kg,Acougue,7.76
1933,Acucar Uniao Docucar 1kg,Seca Pesada,4.16
1934,Inset.Sbp Citronela 300ml Gts 150ml,Limpeza,53.28
1935,Sorvete Paviloche 2l Mrgo,Congelados,15.90
1936,Chantilly Dr.Oetker Decorfesta 200ml,Seca Doce,17.37
1937,Gelatina Fleischmann Uva 30g,Seca Doce,7.38
1938,Palmito D'Aldeia Acai Pic.300g,Seca Salgada,8.06
1939,Batata Castrolanda Ond.Picanha 45g,Seca Leve,4.82
1940,Mist.P/Bolo DeliCia Lja 400g,Seca Doce,3.06
1941,Cafe Damasco Trad.Almof.500g,Seca Pesada,135.75
1942,Massa Nissin Gal.Sve 85g,Seca Leve,17.27
1943,Massa Todesc.C/O Paraf.500g,Seca Leve,47.84
1944,Sardinha Gomes Costa Oleo 125g,Seca Salgada,60.65
1945,Achoc.Toddy Light 380g,Seca Doce,18.06
1946,Massa Nissin Cne Tmte 85g,Seca Leve,6.13
1947,Desinf.Pinho Sol Orig.500ml C/10% Gratis,Limpeza,10.77
1948,Iog.Vigor Polpa 540g Mrgo,Laticinios,9.38
1949,Massa Ninfa C/O Pde Nosso 500g,Seca Leve,4.07
1950,Composto Lacteo Ninho Fases 1+ L800p700g,Seca Doce,267.34
1951,Tira Mancha Tixan Ype Po R.Brancas 420g,Limpeza,12.89
1952,Refrig.Cini Gengib.2l Pet,Bebidas Frias,9.87
1953,Arroz Urbano Bco Premium 1kg,Seca Pesada,59.15
1954,Aguard.Pirassununga 51 350ml La,Bebidas Quentes,9.44
1955,Vinagre Castelo Alcool 750ml,Seca Salgada,12.32
1956,Pao Denck Centeio 400g,Paes E Bolos Industrializados,4.79
1957,Sorvete Kibon 2l Creme/Flocos/Choc.,Congelados,120.29
1958,Cr.Dental Close-Up 70gr Triple M.Amer.,Perfumaria/Higiene E Beleza,30.04
1959,Bacon Juliatto Manta Kg,Fiambreria,99.29
1960,File Peito Fgo Copacol Temp.Resf.1kg,Acougue,12.07
1961,Beb.Energ.Insano 1l,Bebidas Frias,71.28
1962,Bife de Posta Branca DeliCia S/A Kg,Acougue,21.17
1963,Toalhinha Umed.Huggies Classic C/48 L4p3,Perfumaria/Higiene E Beleza,222.72
1964,Pao Pullman Artesano 500g,Paes E Bolos Industrializados,212.47
1965,Bolo Recheado Crocante Kg Frco,Confeitaria,36.99
1966,Guard.Snob Peq.C/50,Limpeza,9.54
1967,Vodka Smirnoff 998ml,Bebidas Quentes,158.30
1968,Espaguette Massa Leve 500g,"Frios,Massas E Gordurosos",5.99
1969,Filtro Papel Brigitta 102 C/30,Seca Pesada,48.15
1970,Marg.Vigor Manteiga 500g C/Sal,"Frios,Massas E Gordurosos",50.34
1971,Massa P/Pizza Romanha Mini 300g,"Frios,Massas E Gordurosos",11.84
1972,Salg.E.Chips Cheetos Bola 59g,Seca Leve,29.00
1973,Salg.E.Chips Cheetos Onda 150g,Seca Leve,96.64
1974,Fetuccine Seara A Bolonhesa 350g,Congelados,11.78
1975,Choc.Nestle Classic Ao Lte 100gr,Seca Leve,54.68
1976,Choc.Lacta Diam.Negro 135gr,Seca Leve,35.34
1977,Catuaba Selvagem  C/Acai 1l,Bebidas Quentes,27.80
1978,Porta Filtro 3 Coracoes 102,Seca Pesada,5.69
1979,Licor Original Cream Blue 1l,Bebidas Quentes,35.80
1980,Sob.Danone Danette 189g Choc.C/Bijus,Laticinios,14.07
1981,Bolo de Laranja Kg,Confeitaria,54.23
1982,Batata E.Chips Stax Orig.163g,Seca Leve,82.10
1983,Agua Coco Trop Coco 1l,Bebidas Frias,158.14
1984,"Suco Cini Mix Ftas Citricas 1,5l Pet",Bebidas Frias,39.04
1985,Mil.Pipoca Caldo Bom Mic.Mant.100g,Seca Pesada,8.24
1986,Mil.Pipoca Caldo Bom Mic.Nat.100g,Seca Pesada,22.66
1987,Suco D.Valle Mais Caju 1l Tp,Bebidas Frias,16.17
1988,Bisc.Bauducco Cookies Orig.110g,Seca Leve,73.09
1989,Mil.Pipoca Yoki Nac.500g,Seca Pesada,32.43
1990,Arroz Prato Fino Bco 1kg,Seca Pesada,37.17
1991,Bisc.Visconti Waffer Limao 120g,Seca Leve,21.42
1992,Mil.Pipoca Caldo Bom Mic.Choc.100g,Seca Pesada,6.18
1993,Suco Maguary Abac.1l Tp,Bebidas Frias,69.02
1994,Iog.Nestle Ninho Fruti 250g Mrgo,Laticinios,5.29
1995,"Chicle Mentos 3 Pure Fruit 8,5g",Seca Leve,4.76
1996,Iog.Frimesa Rest.Lactose 165g Coco,Laticinios,28.37
1997,Mil.Pipoca Yoki Mic.Calab.Acebol.100g,Seca Pesada,3.59
1998,Leite Ferm.Activia Cm 170g Lig.Per/Li/Co,Laticinios,11.94
1999,Leite Ferm.Activia Cm 170g Lig.Ame/Baun.,Laticinios,23.88
2000,Choc.Garoto M.Amargo 100g,Seca Leve,62.64
2001,Iog.Vigor Grego 100g Amora Zero,Laticinios,13.86
2002,Iog.Vigor Grego 100g Blueberry,Laticinios,23.76
2003,Molho Tomate Bonare Manjer.340g Sache,Seca Salgada,10.43
2004,Farofa Mand.Pinduca Churrasco 250g,Seca Pesada,18.42
2005,Sob.Nestle Chandelle 120g Mousse Choc.,Laticinios,30.56
2006,Salsicha Aurora Hot Dog Kg,Fiambreria,11.55
2007,Beb.Lactea Santa Clara 1kg Ameixa Sache,Laticinios,6.70
2008,Broa Charlotte Volkkorn Brot 450g,Paes E Bolos Industrializados,19.35
2009,Beb.Lactea Tirol 900g Mrgo,Laticinios,25.60
2010,Azeitona Vale Fertil Vde Rech.200g,Seca Salgada,15.82
2011,Pipoca Vanessa Doce 50g,Seca Leve,3.56
2012,Bisc.Ninfa Maria 370g,Seca Leve,2.89
2013,Bisc.Ninfa Coco 370g,Seca Leve,26.01
2014,Torrada Isabela Integ.160g,Seca Leve,33.97
2015,Torrada Isabela Light 160g,Seca Leve,9.69
2016,Torrada Isabela Multigrao 160g,Seca Leve,21.65
2017,Galinha Big Frango Kg Cong.,Acougue,82.75
2018,Coalhada Vigor 170g,Laticinios,5.70
2019,Iog.Vigor Nat.170g Desnatado,Laticinios,3.80
2020,Pe Prieto Suino Salgado Kg,Fiambreria,7.67
2021,Purif.Glade Sensat.Edicao Limitada 8g,Limpeza,14.51
2022,Iog.Vigor S/Lactose 170g Nat.Desnatado,Laticinios,9.45
2023,Orelha Pamplona Suina Salgada Vacuo Kg,Fiambreria,8.83
2024,Inset.Sbp Multiaero Cit.Ref.250ml C/20%,Limpeza,49.96
2025,Toalhinha Umed.Huggies Classic C/48,Perfumaria/Higiene E Beleza,71.20
2026,Fralda Huggies S.Care Mega G C/32,Perfumaria/Higiene E Beleza,122.30
2027,Desinf.Clean Plus Pinho 2l,Limpeza,4.89
2028,Canjiquinha Jandira Amar.500g,Seca Pesada,10.46
2029,Cr.Dental Colgate 90g T.Acao Hort.,Perfumaria/Higiene E Beleza,68.68
2030,Marg.Primor Forno & Fogao 400g,"Frios,Massas E Gordurosos",24.20
2031,Farofa Mand.Zaeli Temp.500g,Seca Pesada,35.05
2032,Pururuca Brasitalia Pct 200g,Fiambreria,30.86
2033,Bisc.Zeze Minidito Coco 200g,Seca Leve,8.70
2034,Limpador Mr.Musculo M.Uso Citrus 500ml,Limpeza,11.96
2035,Desod.Monange Aero 90g Anti Hidrat.Inten,Perfumaria/Higiene E Beleza,47.28
2036,Shampoo Naturre 300ml Blond Desamar.,Perfumaria/Higiene E Beleza,69.25
2037,Bisc.Parati C.Cracker Gergelim 400g,Seca Leve,12.57
2038,Desod.Monange Aero 90g Ultra Prot.,Perfumaria/Higiene E Beleza,7.88
2039,Amac.Soft Plus Azul 5l,Limpeza,180.30
2040,Limpador Destac Pisos Lamin.20% Desc.750,Limpeza,120.26
2041,Inset.Mat Inset Multi.Euc.400ml 33%,Limpeza,13.96
2042,Desod.Rexona Aero 90g Sem Perfume M.,Perfumaria/Higiene E Beleza,36.43
2043,Massa B.Gosto Smla Furad.500g,Seca Leve,5.94
2044,Isca Mortein Rodox M.Baratas 21g,Limpeza,56.13
2045,Esc.Dental Reach Essencial Jr,Perfumaria/Higiene E Beleza,15.48
2046,Cha Matte Leao Fuze Nat.300ml Pet,Bebidas Frias,16.74
2047,Salg.Yokitos Redinha 45g,Seca Leve,10.70
2048,Agua Min.O.Fino 10l,Bebidas Frias,126.49
2049,Sabao Em Po Brilhante Antibac. 2kg,Limpeza,15.89
2050,Fralda Pampers C.Sec Mega Xxg C/30,Perfumaria/Higiene E Beleza,39.90
2051,Tomate Strafit Seco 30g,Seca Salgada,5.87
2052,Fralda Pampers C.Sec Pants Mega  Xg C/30,Perfumaria/Higiene E Beleza,150.75
2053,Sabao Tixan Liq.Primavera 1l Sache,Limpeza,7.24
2054,Alv.Vanish S/Cloro 500ml Sache,Limpeza,66.57
2055,Cafe Melitta Soluv.50g Sache,Seca Pesada,19.14
2056,Alv.Vanish S/Cloro White 500ml Sache,Limpeza,41.79
2057,"Amac.Downy Conc.Brisa de Verao 1,5l",Limpeza,214.80
2058,Choc.Lacta Diam.Negro 90g,Seca Leve,67.83
2059,Choc.Lacta Ao Lte 90g,Seca Leve,59.85
2060,Sabao Ariel Liq.Conc.Toq.Downy 630ml,Limpeza,81.10
2061,Choc.Lacta Rech.Oreo 90g,Seca Leve,69.59
2062,Guard.Santepel Peq.Bco C/50,Limpeza,16.39
2063,Desod.Dove Rollon 50ml S/Perf.,Perfumaria/Higiene E Beleza,8.17
2064,Caps.Tres Capuccino Class.80g,Seca Pesada,42.94
2065,Cr.Dental Close-Up 90gr Xtra Whit.L3p2,Perfumaria/Higiene E Beleza,76.60
2066,Limpador Facille M.Uso Lja 500ml,Limpeza,16.14
2067,Limpador Pratice M.Uso Lav.500ml,Limpeza,21.62
2068,Nata Santa Clara 350g,Leite,129.15
2069,Limpador Facille M.Uso Limao 500ml,Limpeza,10.76
2070,Limpador Facille M.Uso Lav.500ml,Limpeza,13.45
2071,Sabao Omo Liq.Poder Acelerador 5l,Limpeza,389.00
2072,Iog.Vigor 170g Mel Integral,Laticinios,11.58
2073,Iog.Vigor Nat.170g Lja/Cen/Mel,Laticinios,33.92
2074,Achoc.Toddy L900 P800g Sache,Seca Doce,32.07
2075,Barra Cer.Ritter Light Brownie 75g,Seca Leve,6.58
2076,Alcatra Sadia Suina Fat.Kg,Congelados,25.48
2077,Achoc.3 Coracoes Chocolatto 700g Sache,Seca Doce,48.65
2078,Leite Lider Uht 1l Rest.Lactose,Leite,168.12
2079,Molho Tomate Quero Manjer.340g Sache,Seca Salgada,1.89
2080,Salame Seara Fat.100g Italiano,"Frios,Massas E Gordurosos",15.37
2081,Frango A Passarinho Big Fgo Resf.Bdj Kg,Acougue,24.52
2082,Desinf.Pinho Bril Flores de Limao 500ml,Limpeza,11.22
2083,Panettone Parati 450g Choc.Sachet,Paes E Bolos Industrializados,23.98
2084,Limpador Veja Perf.Nat.Lav.1l C30gts,Limpeza,42.63
2085,Sabao Pedra Ype Toque de Aveia 200g,Limpeza,6.06
2086,Limpa Vidro Vidrex Squeeze L500p400ml,Limpeza,42.21
2087,Limpador Cif M.Uso L500ml P400ml,Limpeza,69.72
2088,Sanduiche Natural Peito de Peru Kg,Rotisseria,14.87
2089,Pao de Queijo Chef Foods C/E.Finas Kg,Padaria,6.45
2090,Agua Min.Proteg C/Gas 2l Pet,Bebidas Frias,17.59
2091,Massa Pao de Lo Branca Kg,Confeitaria,71.13
2092,Azeitona Rivoli Vde 500g,Seca Salgada,127.20
2093,Azeitona D.Aldeia Vde 500g,Seca Salgada,47.88
2094,Salg.Sta Helena Trofeu Picanha 50g,Seca Leve,3.67
2095,Salg.Sta Helena Trofeu Churr.50g,Seca Leve,1.29
2096,Salg.Sta Helena Trofeu Bacon 50g,Seca Leve,6.15
2097,Gelatina Bretzke Mrcja 30g,Seca Doce,15.33
2098,Bisc.DeliCia Maizena 370g,Seca Leve,11.16
2099,Bisc.DeliCia A.Sal 370g,Seca Leve,14.95
2100,Cha Twinings Ftas Silvestres 20g C/10,Seca Doce,11.98
2101,Bisc.Levina Sequilho S/Gluten Coco 320g,Seca Doce,9.78
2102,Choc.5star 40g,Seca Leve,48.17
2103,Bala Arcor But.Tof.Cme de Avela 130g,Seca Leve,4.29
2104,Bala Arcor But.Tof.Amargo 130g,Seca Leve,4.29
2105,Pipoca Tuick Caramelizada 100g,Seca Leve,13.16
2106,Bala Mentos Teens 35g,Seca Leve,3.11
2107,Gelatina Bretzke Mrgo 30g,Seca Doce,6.93
2108,Gelatina Bretzke Abac.30g,Seca Doce,11.38
2109,Gelatina Bretzke Limao 30g,Seca Doce,6.93
2110,Pastilhas Mentos Kiss Mrgo 35g,Seca Leve,10.54
2111,Choc.Garoto Talento Bco/Passas 90g,Seca Leve,7.96
2112,Cerv.Stella Artois 275ml Ln,Bebidas Frias,67.83
2113,Smirnoff Ice 275ml Ln,Bebidas Quentes,46.26
2114,Cerv.Skol Beats Spirit 313ml Ln,Bebidas Frias,19.00
2115,Refrig.Fanta Guarana 350ml La,Bebidas Frias,5.25
2116,Choc.Nestle Prestigio Classic 98g,Seca Leve,55.48
2117,Molho Tomate Pomarola Trad.340g La,Seca Salgada,50.55
2118,Limpador Veja M.Uso Campestre 500ml,Limpeza,4.99
2119,Limpador Ajax Lemon 500ml,Limpeza,37.42
2120,Sab.Palmolive Sve 150g Cacau,Perfumaria/Higiene E Beleza,10.16
