,nm_produto,ds_classe2,vl_total
367,Beb.Isot.Gatorade Lja 500ml Pet,Bebidas Frias,9.38
368,Beb.Isot.Gatorade Mrcja 500ml Pet,Bebidas Frias,23.45
369,Beb.Isot.Gatorade Mrgo/Mrcja 500ml Pet,Bebidas Frias,70.35
370,Beb.Isot.Gatorade Tang.500ml Pet,Bebidas Frias,32.83
371,Beb.Isot.Gatorade Tangerina 1l,Bebidas Frias,34.95
372,Beb.Isot.Gatorade Uva 500ml Pet,Bebidas Frias,4.99
373,Beb.Isot.Powerade Lim.500ml Pet,Bebidas Frias,4.69
374,Beb.Isot.Powerade Mix Ftas 500ml Pet,Bebidas Frias,13.85
375,Beb.Isot.Powerade Uva 500ml Pet,Bebidas Frias,4.69
376,Beb.Purity Soja Abac.1l Tp,Bebidas Frias,10.23
377,Beb.Purity Soja Lja 1l Tp,Bebidas Frias,34.10
378,Beb.Purity Soja Maca 1l Tp,Bebidas Frias,30.69
379,Beb.Purity Soja Uva 1l Tp,Bebidas Frias,44.33
380,Beb.Sufresh Soja Lja 1l,Bebidas Frias,27.51
381,Beb.Sufresh Soja Maca 1l Tp,Bebidas Frias,52.53
382,Beb.Sufresh Soja Maca 200ml Tp,Bebidas Frias,9.96
383,Beb.Sufresh Soja Mrgo 1l Tp,Bebidas Frias,42.36
384,Beb.Sufresh Soja Uva 1l Tp,Bebidas Frias,15.15
385,Beb.Sufresh Soja Uva 200ml Tp,Bebidas Frias,7.38
386,Cerv.1500 Puro Malte 300ml Ow,Bebidas Frias,71.01
387,Cerv.1500 Puro Malte 350ml La,Bebidas Frias,392.20
388,Cerv.Ale Darguner Pilsner 330ml La,Bebidas Frias,11.52
389,Cerv.Ale.Darguner Pilsner 500ml La,Bebidas Frias,9.98
390,Cerv.Ale.Darguner Weissbier 500ml,Bebidas Frias,45.08
391,Cerv.Ale.Franziskaner Dunkel 500ml Ow,Bebidas Frias,35.38
392,Cerv.Ale.Franziskaner Hell 500ml Ow,Bebidas Frias,17.69
393,Cerv.Ale.Franziskaner Klar 500ml Ow,Bebidas Frias,35.96
394,Cerv.Antarc.Original 300ml Ow,Bebidas Frias,1235.93
395,Cerv.Antarc.Original 600ml Ow,Bebidas Frias,263.89
396,Cerv.Antarc.Pilsen 269ml La,Bebidas Frias,1141.76
397,Cerv.Antarc.Pilsen 350ml La,Bebidas Frias,69.72
398,Cerv.Antarc.Subzero 350ml La,Bebidas Frias,894.40
399,Cerv.Antarc.Subzero 473ml La,Bebidas Frias,12.84
400,Cerv.Arg.Quilmes 970ml Gf,Bebidas Frias,31.98
401,Cerv.Baden Baden 1999 600ml Ow,Bebidas Frias,15.12
402,Cerv.Baden Baden America Ipa 600ml Ow,Bebidas Frias,15.99
403,Cerv.Baden Baden Cristal 600ml Ow,Bebidas Frias,23.18
404,Cerv.Bavaria Pilsen 269ml La,Bebidas Frias,86.18
405,Cerv.Bavaria Pilsen 350ml La,Bebidas Frias,71.34
406,Cerv.Bavaria Pilsen 473ml,Bebidas Frias,246.98
407,Cerv.Bavaria Zero Alcool 350ml La,Bebidas Frias,21.93
408,Cerv.Belga Leffe Blond 330ml Ow,Bebidas Frias,35.94
409,Cerv.Bier Hoff American Wheat 355ml Ln,Bebidas Frias,4.99
410,Cerv.Bier Hoff Original 600ml,Bebidas Frias,10.90
